0	DOC_000001	9.005179364261976E-4	6.345673986825274E-4	6.430252490182638E-4	7.374423372663858E-4	5.374832663914231E-4	2.3334895921748886E-4	6.098674178352103E-4	0.11546597822282617	0.0035916381033621486	0.005386115600016082	0.0010758541755245396	4.233466827030829E-4	6.49638857297273E-4	0.14303810960994157	9.133758873580584E-4	0.0019412621858706598	0.030100546057319277	0.5956055300342967	0.09154909717290018	5.621676500339145E-4	9.384086130224364E-4	5.609260945162318E-4	0.0011906885024286745	0.0010494154460150968	0.0016616485397303097
1	DOC_000002	0.0013554061754680825	9.551132033398472E-4	9.678434579106081E-4	0.0011099544579303258	8.089879268466927E-4	3.512230101908195E-4	9.179362574732717E-4	0.005412315211691026	0.17378614589330943	0.008106861674537096	0.0016193118808895512	6.371963121322149E-4	9.77797868745634E-4	0.004817195360215714	0.0013747592004240024	0.002921872678487623	0.003210499914121962	0.47551954680207165	0.22198438263982345	8.461413967258551E-4	0.001412436974049422	8.442726810148364E-4	0.0859822663427617	0.001579517873686491	0.0025010148061526856
2	DOC_000003	4.61592026738591E-4	3.252697584487358E-4	3.296051260415435E-4	3.780019134460982E-4	2.755058841540665E-4	1.1961118670218632E-4	3.1260891766086117E-4	0.016178931680036125	0.0018410199779272853	0.0027608423058473105	0.014887200738729	2.1700117829689716E-4	3.329951627371792E-4	0.15933359968311125	4.6818282009235485E-4	9.950619644103701E-4	0.001093355769676826	0.4916630289785948	0.233291239785271	2.8815873004800756E-4	0.07215968411102915	2.875223272574201E-4	6.103291192972626E-4	5.379146633539489E-4	8.517361910916183E-4
3	DOC_000005	0.0041515863658631615	0.002925495710886978	0.0029644882669683215	0.003399771874789638	0.0024779164416044988	0.001075790185168712	0.0028116233496880885	0.01657783065128094	0.016558244070305598	0.024831181240799468	0.004959925112086521	0.001951721609142605	0.0029949784602778078	0.014754988534904884	0.004210864356475429	0.00894964697250853	0.00983370735083939	0.8118261356795474	0.03525218327050863	0.0025917168962479712	0.004326270744693596	0.0025859930513902774	0.005489336694714505	0.00483803673593962	0.007660566373367458
4	DOC_000006	9.538728584544404E-4	6.721649774856075E-4	6.811239482620768E-4	7.811351687066152E-4	5.693286929063118E-4	2.4717468663590223E-4	6.460015437753327E-4	0.0038089398405236493	0.0038044396070379817	0.18345268748749774	0.0011395976206320048	4.4842961368409104E-4	6.881294072081058E-4	0.0033901217149136667	9.674926320459752E-4	0.002056280319739883	0.0022594029639076006	0.719768375807994	0.06734872848375158	5.954756052906372E-4	9.940085254207909E-4	5.941604886642188E-4	0.001261235783762269	0.0011115924188798208	0.0017600998028195261
5	DOC_000007	9.264278279203185E-4	6.528253053610118E-4	6.615265067457479E-4	7.586601833179273E-4	5.529478479936228E-4	2.400629245579079E-4	6.274146514690237E-4	0.0036993482222075717	0.06123939817775627	0.0055410860510490085	0.001106808878172622	4.355273025103507E-4	6.683304031533577E-4	0.0032925804198075757	9.396557305211081E-4	0.030769326943519124	0.05973881565392619	0.6415146279859464	0.1804997981155036	5.783424559147271E-4	9.654087030340277E-4	5.770651781005238E-4	0.0012249472424862664	0.0010796094479762492	0.0017094578410493234
6	DOC_000008	0.002993624435162693	0.0021095154173082125	0.002137632155920319	0.002451506306609882	0.0017867751153808268	7.75730407997829E-4	0.002027404375182802	0.011953936289928418	0.011939812805014022	0.01790525942749011	0.0035765010537200208	0.0014073467308320315	0.0021596180137780866	0.1036129726191283	0.003036368587765028	0.006453408288282357	0.007090886234662545	0.7713382054802048	0.025419631902439514	0.001868834307152571	0.0031195857855534563	0.0018647069591176204	0.003958248971346149	0.003488609826357875	0.005523878503664582
7	DOC_000009	0.0033004815982614014	0.002325748258296834	0.0023567470627234625	0.002702794431375612	0.001969925926337957	8.552455367266205E-4	0.0022352205420055767	0.013179257320417262	0.013163686128013913	0.019740612268658184	0.003943105145493618	0.0015516047814568383	0.0023809865492900556	0.011730110817985247	0.0033476071786916724	0.31462558680861435	0.007817727320092815	0.5428924366188698	0.028025234676446836	0.0020603964774296895	0.0034393544355397613	0.0020558460615261545	0.004363983583850956	0.0038462047543991	0.006090095717496327
8	DOC_000011	0.0020436148246243124	0.0014400727522623645	0.06492812411204987	0.0016735347867962193	0.001219752241187071	5.295567951261978E-4	0.0013840191802171056	0.07162928021421458	0.00815078142901375	0.012223127649201726	0.002441518878526087	9.607332866250461E-4	0.0014742755760018226	0.007263130439735928	0.002072794364615403	0.0044054560393012344	0.004840634001603916	0.780433862212978	0.017352856952310158	0.0012757704172921547	0.002129603060144	0.0012729528595746482	0.0027021212755959177	0.0023815194300041	0.003770907220998483
9	DOC_000013	3.798998738019357E-4	2.677038012535711E-4	2.712718992838375E-4	3.111034656072779E-4	2.2674709388144243E-4	9.844250355562167E-5	2.572836649883841E-4	0.0015169901857556764	0.0015151978733755395	0.20284857236383944	4.538686560015618E-4	1.7859649966733355E-4	2.740619702518209E-4	0.048544620379544934	3.853242343157873E-4	8.189567687630112E-4	0.3430594960272133	0.062489294976883915	0.003225827140639173	2.3716065018202767E-4	3.9588474503538147E-4	2.3663687740037976E-4	5.023136058846742E-4	4.4271499698175163E-4	0.33106202974589216
